REFNUM,UTMZONE,UTMEASTING,UTMNORTHIN
"09000191","14","263100","4135618"
"09000192","14","397130","4283480"
"09000199","10","648980","4290850"
"09000200","17","356720","3092440"
"09000186","17","245285","3721133"
"09000213","14","553020","3966765"
"09000214","14","755348","3825260"
"09000202","16","494500","5065650"
"09000215","14","415753","3838030"
"09000216","14","705489","3774230"
"09000203","16","563000","4767750"
"09000217","15","264219","4064709"
"09000204","17","335580","4690220"
"09000205","15","361342","4320942"
"09000218","10","532710","5220968"
"09000206","15","362499","4329343"
"09000219","15","619190","4961285"
"09000220","15","618200","4962590"
"09000212","17","471660","4471560"
"09000211","17","367719","4331485"
"09000207","15","362271","4322387"
"09000209","17","253722","4417040"
"09000244","17","533660","4495900"
"09000222","13","277590","4258776"
"09000223","13","277604","4258775"
"09000236","19","305940","4650600"
"09000226","15","337110","4152600"
"09000235","18","654800","4782380"
"09000234","16","593780","4410560"
"09000240","10","595810","4870480"
"09000233","16","240160","4284180"
"09000227","14","742200","4150260"
"09000230","14","615386","4270158"
"09000228","14","615355","4270104"
"09000232","16","445820","4646520"
"09000238","18","551278","4816608"
"09000237","12","507528","5154714"
"09000231","14","522790","4172320"
"09000229","14","615351","4270135"
"09000253","15","738395","4280498"
"09000246","12","389616","3711306"
"09000247","10","564730","4185160"
"09000254","19","276220","4746960"
"09000258","18","589004","4517990"
"09000248","10","723410","4130980"
"09000264","17","665780","3827200"
"09000249","13","514862","4300016"
"09000250","13","484707","4401602"
"09000252","19","270290","4718060"
"09000255","18","561866","4684276"
"09000256","18","589394","4500683"
"09000257","18","583375","4507422"
"09000265","18","707795","4777779"
"09000261","17","356560","3848150"
"09000262","17","378660","3942020"
"09000281","15","474000","4118300"
"09000282","15","744520","4279220"
"09000267","13","255979","4195795"
"09000268","16","764757","3811839"
"09000269","16","740106","3746325"
"09000284","11","664528","3994554"
"09000270","16","689151","3595718"
"09000287","18","200151","4784690"
"09000271","16","764804","3724745"
"09000288","17","466640","3897760"
"09000272","15","447620","4603700"
"09000273","15","447650","4603600"
"09000274","15","334637","4353589"
"09000275","14","680760","4234560"
"09000276","14","652050","4172260"
"09000277","14","646890","4173180"
"09000278","14","651260","4171980"
"09000296","16","275000","4394480"
"09000296","16","275000","4396940"
"09000309","16","350355","4754688"
"09000303","18","589698","4506647"
"09000298","15","385460","4545960"
"09000299","19","322600","4703220"
"09000300","16","276568","4130714"
"09000301","15","572284","4269157"
"09000304","18","585985","4513423"
"09000305","18","720986","4540968"
"09000302","15","365160","4101670"
"09000294","11","499240","5170830"
"09000293","11","506998","5156649"
"09000292","11","717181","4822189"
"09000306","14","706056","3629279"
"09000307","15","210602","3209733"
"09000326","16","701545","3720454"
"09000308","14","650374","3383746"
"09000310","15","723240","4947880"
"09000325","16","734507","3750301"
"09000311","12","416050","3684470"
"09000312","15","743231","4016249"
"09000328","11","686800","4677540"
"09000318","15","736250","3933302"
"09000316","15","699155","3882528"
"09000329","15","591016","4702485"
"09000330","15","535449","4449340"
"09000319","15","740996","3929739"
"09000320","15","737726","3932197"
"09000320","15","739370","3930965"
"09000322","15","564569","3842900"
"09000323","15","556377","3840103"
"09000332","18","356612","4034500"
"09000327","16","765221","3704767"
"08001378","18","692880","4572660"
"09000334","17","644030","4050190"
"09000335","18","313686","4287000"
"09000340","15","548926","3710903"
"09000341","15","552095","3882047"
"09000342","18","633283","4553076"
"09000348","15","337320","4152725"
"09000358","15","231093","4004985"
"09000346","17","437700","3186820"
"09000345","17","435000","3353700"
"09000347","16","463378","0488180"
"09000349","15","337120","4152750"
"09000351","15","264220","4372050"
"09000350","15","305720","4314700"
"09000259","18","407671","4766431"
"09000352","14","650150","4176420"
"09000359","10","478140","4922258"
"09000353","14","645120","4173560"
"09000361","19","811125","2025361"
"09000364","17","369673","3796152"
"09000368","16","444492","4828250"
"09000367","10","528238","5268541"
"09000355","19","352480","4675360"
"09000354","14","734540","4321710"
"06000235","16","447450","4641450"
"06000236","19","339020","4610320"
"09000384","18","445410","0417300"
"06000237","18","586044","4471995"
"06000238","18","660804","4509645"
"09000385","18","255665","4405480"
"09000370","15","562599","3844447"
"09000371","12","512162","3563793"
"09000387","18","403407","4555933"
"09000388","18","485790","4422073"
"09000372","10","401820","4517300"
"09000389","17","433426","3713508"
"09000390","17","389733","3640006"
"09000391","17","570515","4173996"
"09000374","16","428000","4551340"
"09000396","18","382154","4174326"
"09000381","17","513840","3929200"
"09000379","18","572961","4492068"
"09000398","11","383470","3762140"
"09000377","18","588039","4494991"
"09000376","17","184005","4753613"
"09000380","18","595652","4550627"
"09000399","11","364000","3764700"
"09000375","18","465959","4708438"
"09000412","17","329168","4425295"
"09000402","15","448183","4603690"
"09000414","17","555740","4076430"
"09000403","15","448210","4603700"
"09000404","15","446760","4603940"
"09000413","17","329149","4425290"
"09000415","18","280860","4240830"
"09000405","15","448210","4603740"
"08001088","18","484880","4422400"
"08001089","18","581300","4642549"
"08001091","18","587164","4513842"
"08001092","16","266883","3805371"
"09000465","01","999999","9999999"
"09000417","17","752542","4236287"
"09000406","15","408158","5134680"
"09000416","18","246588","4183088"
"09000409","15","517090","4363279"
"09000408","15","492106","4976005"
"09000410","15","734570","4279292"
"09000411","15","744652","4279314"
"09000420","18","673190","4575700"
"09000450","13","364818","3522158"
"09000444","17","353959","4264946"
"09000423","16","684460","4355070"
"09000424","16","604718","4404769"
"09000439","16","276109","4131844"
"09000425","16","541040","4401030"
"09000426","16","620980","4508100"
"09000427","16","471220","4605610"
"09000447","14","392181","4943825"
"09000446","13","621757","4810402"
"09000429","16","471360","4605790"
"09000431","16","571860","4403000"
"09000432","16","571780","4404380"
"09000445","14","578978","4840627"
"09000448","14","707028","4778402"
"09000434","16","449330","4200700"
"09000435","16","667804","4290266"
"09000443","16","715134","4330943"
"09000442","17","329140","4423933"
"09000436","19","329460","4737720"
"09000437","19","316624","4699797"
"09000451","14","702652","3285165"
"09000453","15","601915","4904488"
"09000455","13","391798","4744939"
"09000463","18","445399","4584071"
"09000460","14","646159","4172289"
"09000462","18","438250","4456250"
"09000461","14","642435","4176380"
"09000466","11","289700","3795280"
"09000467","18","644315","4557472"
"09000469","18","634500","4687940"
"09000478","18","359153","4752551"
"09000479","18","594065","4664873"
"09000470","18","674136","4695314"
"09000471","18","674200","4692260"
"09000472","16","553020","4630300"
"09000473","16","384060","5209560"
"09000480","18","612621","4656147"
"09000481","18","628269","4774393"
"09000474","16","712597","4681103"
"09000475","16","700570","4984320"
"09000476","16","621940","4642150"
"09000477","15","571890","4269250"
"09000484","17","477374","3623937"
"09000485","17","498872","3848091"
"09000483","17","384745","3883068"
"09000486","14","648704","2867295"
"09000487","16","336530","4800190"
"09000488","16","336300","4799780"
"09000506","10","549843","5275124"
"09000507","10","550327","5272710"
"09000490","13","427056","4464381"
"09000491","17","499960","3537100"
"09000509","16","336650","4800400"
"09000508","10","542509","5233350"
"09000492","17","248570","3695603"
"09000493","17","436200","3191800"
"09000499","14","651450","4171765"
"09000498","14","646940","4170680"
"09000500","14","650970","4172640"
"09000497","15","306200","4313240"
"09000496","15","337097","4153309"
"09000495","14","678250","4172290"
"09000502","16","275600","4032080"
"09000501","14","403940","4319670"
"09000510","12","404690","3701705"
"09000511","12","422210","3681350"
"09000528","14","637530","4471042"
"09000512","15","631246","4040039"
"09000513","15","566671","3845123"
"09000514","15","373999","3876408"
"09000515","11","391380","3743540"
"09000530","14","272376","5154018"
"09000531","10","526430","5028663"
"09000516","15","583216","4784384"
"09000517","15","710480","3297640"
"09000518","15","236060","3358250"
"09000519","18","336356","4378575"
"09000535","16","620474","4023473"
"09000520","16","565100","4722700"
"09000536","17","231979","3991223"
"09000521","16","526670","4632200"
"09000537","16","718386","3925053"
"09000539","15","773062","3892247"
"09000540","18","299480","4266758"
"09000541","10","676547","5215454"
"09000523","16","573190","4684740"
"09000524","17","322340","4674820"
"09000525","14","493039","4504208"
"09000526","15","253577","4571510"
"09000527","17","322580","4674570"
"09000549","19","589569","5107930"
"09000544","13","423343","4147106"
"09000546","15","410630","3552820"
"09000547","15","710430","3297790"
"09000552","15","364110","4326500"
"09000562","17","517432","4441422"
"09000563","17","244105","4422195"
"09000553","18","607934","4737115"
"09000545","15","432740","3552520"
"09000554","18","191830","4763479"
"09000555","18","190068","4763879"
"09000560","18","440691","4783165"
"09000556","18","193237","4763227"
"09000557","18","190259","4763842"
"09000558","18","189939","4763874"
"09000582","12","414463","3710991"
"09000567","13","467281","4380940"
"09000568","13","277026","4257846"
"09000572","18","598191","4725942"
"09000573","18","594594","4664468"
"09000574","18","511783","4765722"
"09000581","16","336850","4800330"
"09000575","18","460126","4848756"
"09000577","16","549409","4026888"
"09000580","16","336260","4800500"
"09000583","12","502040","3564385"
"09000586","16","775760","3779450"
"09000584","13","476672","4395356"
"09000585","16","747969","3757941"
"09000589","16","396121","4439960"
"09000590","16","445630","4648330"
"09000596","15","739240","4278888"
"09000597","15","500640","4314440"
"09000592","19","399936","4902591"
"09000593","19","551357","4898706"
"09000594","19","435738","4858809"
"09000595","19","490270","4932810"
"09000598","15","342221","4403726"
"09000600","17","469400","3954960"
"09000601","17","684900","3999560"
"09000605","16","651640","3612102"
"09000603","16","510564","3707596"
"09000607","16","442430","3787220"
"09000617","17","584623","4128818"
"09000608","12","582875","3577274"
"09000613","17","649443","4129953"
"09000614","18","253768","4170822"
"09000609","12","401680","3704900"
"09000611","19","339680","4707340"
"09000640","17","724038","4088692"
"09000641","18","360460","4117540"
"09000621","15","409420","4588520"
"09000622","15","399190","4973402"
"09000623","15","492781","4977675"
"09000624","16","342584","3791619"
"09000632","18","585161","4505341"
"09000628","18","423694","4661232"
"09000627","15","744765","4279125"
"09000636","17","515000","3917000"
"09000629","18","149116","4669128"
"09000630","18","183615","4759323"
"09000637","17","678860","3988780"
"09000639","12","474720","4507080"
"09000631","18","181746","4761060"
"09000633","18","469671","4844378"
"09000634","18","584973","4513430"
"09000657","18","376375","4710584"
"09000656","18","698735","4520602"
"09000654","18","456684","4708805"
"09000662","18","235860","3935830"
"09000644","18","361506","4361916"
"09000661","17","714040","3961600"
"09000651","18","418039","4435599"
"09000649","15","253173","4571543"
"09000648","16","260418","4164638"
"09000669","13","277598","4258776"
"09000670","17","420780","2952000"
"09000671","17","347994","3036980"
"09000672","17","461395","3160565"
"09000674","15","306170","4315240"
"09000677","14","653710","4173260"
"09000676","14","651265","4172700"
"09000675","14","650705","4171550"
"09000679","16","544030","4866130"
"09000682","15","362830","4324720"
"09000686","14","636349","3926362"
"09000687","15","232300","4004947"
"09000680","17","333040","4688500"
"09000689","18","308681","4198440"
